Song_Name,Matched_Name,Ratio_Value,Song_List_Index
you dont mess around with jim,you dont know me  radio edit,60,13919
hot rod lincoln,hot n cold,64,1961
a cowboys work is never done,now or never,55,4350
joy,joy,100,15767
anticipation,anticipation,100,1745
never been to spain,never be the same,72,4653
kiss an angel good mornin,kiss an angel good mornin,100,5332
schools out,i choose you,70,9772
saturday in the park,stood in the dark,76,10083
drowning in the sea of love,stop in the name of love,71,6867
use me,see me,83,3116
family affair,family affair,100,17262
troglodyte cave man,trouble every day,56,2751
the witch queen of new orleans,the battle of new orleans,76,5055
freddies dead,pretend were dead,60,2995
power of love,the power of love,87,2251
aint understanding mellow,aint no angel,58,16378
taxi,taxi,100,11022
dont say you dont remember,do you remember,73,3287
sealed with a kiss,sealed with a kiss,100,2133
i saw the light,i saw the light,100,4986
motorcycle mama,motorcycle emptiness,69,2993
day by day,day by day,100,15738
roundabout,round and round,64,549
doctor my eyes,doctor my eyes,100,499
id like to teach the world to sing in perfect harmony,i heard it through the grapevine  single version mono,51,265
vincent,vent,73,10702
baby let me take you in my arms,asleep in my arms,62,13365
speak to the sky,speak easy,69,3273
id like to teach the world to sing in perfect harmony,i heard it through the grapevine  single version mono,51,265
walkin in the rain with the one i love,alive with the glory of love,64,14853
get on the good foot,up on the roof,65,5839
pop that thang,doo wop that thing,75,903
tie a yellow ribbon round the ole oak tree,a day in the life  remastered,51,2104
bad bad leroy brown,baba oriley radio edit,54,5745
killing me softly with his song,killing me softly with his song,100,875
lets get it on,lets get ill,77,11947
my love,my lover,93,12365
why me,with me,77,2495
crocodile rock,chief rocka,64,9205
will it go round in circles,dancin in circles,59,10124
youre so vain,youre so vain,100,355
touch me in the morning,in the morning,76,1145
the night the lights went out in georgia,the night the lights went out in georgia,100,5452
playground in my mind,carolina in my mind,75,7816
brother louie,another life,72,16016
delta dawn,dead man,67,3039
me and mrs jones,mr jones,67,930
frankenstein,funky sensation,67,8159
drift away,fly away,67,2419
little willy,little l,80,1938
you are the sunshine of my life,ive had the time of my life,69,807
halfbreed,free,62,6186
that lady,that day,82,12894
pillow talk,pillowtalk,95,8822
were an american band,persiana americana,72,14607
right place wrong time,right or wrong,67,5216
wildflower,wildflowers,95,1370
superstition,superstition,100,6391
loves me like a rock,love me like im gone,75,1527
the morning after,the morning,79,2469
rocky mountain high,river deep mountain high,70,9798
stuck in the middle with you,stuck in the middle with you,100,8522
shambala,chambea,67,3417
love train,love train,100,3837
im gonna love you just a little more baby,i dont wanna love you anymore,60,11722
say has anybody seen my sweet gypsy rose,come and see me feat drake,48,2446
keep on truckin,keep on walking,73,1184
dancing in the moonlight,dancing in the moonlight,100,8357
dannys song,last song,70,13362
monster mash,monster mash,100,7654
natural high,natural,74,3385
diamond girl,diamond heart,72,10122
long train runnin,long train runnin,100,1188
give me love give me peace on earth,heaven is a place on earth,59,2259
if you want me to stay,what you want feat total,70,9184
daddys home,daddys home,100,5876
neither one of us wants to be the first to say goodbye,i just want to make love to you,52,3822
im doin fine now,im on fire,69,361
could it be im falling in love,can’t help falling in love,75,1354
daniel,daniel,100,2542
midnight train to georgia,midnight train to memphis,80,14981
smoke on the water,smoke on the water,100,429
the cover of the rolling stone,the house of the rising sun,74,2044
behind closed doors,behind feat fiora,61,11938
your mama dont dance,for a dancer,62,3981
feelin stronger every day,trouble every day,67,2751
the cisco kid,cisco kid,82,3948
live and let die,let me live  let me die,67,14877
oh babe what would you say,what would you do,70,12993
i believe in you you believe in me,i believe in you,64,5405
sing,sing,100,16093
aint no woman like the one ive got,a woman like you,56,4920
dueling banjos,healing hands,67,17469
higher ground,higher ground,100,4530
here i am come and take me,here comes the boom,62,1609
my maria,my maria,100,5434
superfly,super,77,14376
get down,get low,80,17218
last song,last song,100,13362
reelin in the years,crawling in the dark,72,51
hocus pocus,hocus bogus,82,3456
yesterday once more,say no more,67,11455
boogie woogie bugle boy,chattanoogie shoe shine boy,56,5018
clair,altair,73,10804
do it again,do it again,100,11680
kodachrome,at home,59,6460
why cant we live together,why cant we be friends,64,8572
so very hard to go,hell have to go,61,2037
do you wanna dance,do you wanna party,78,1217
rockin pneumonia and the boogie woogie flu,wait feat a boogie wit da hoodie,51,13824
ramblin man,ramblin man,100,469
masterpiece,painting masterpiece,71,15660
peaceful,peaceful steps,73,4830
one of a kind love affair,over and over again,64,10660
funny face,sunny daze,70,116
funky worm,funky friday,64,7982
angie,change,73,1815
jambalaya on the bayou,jambalaya on the bayou,100,2031
dont expect me to be your friend,cant seem to make you mine,62,2710
break up to make up,break up in the end,63,8850
daisy a day,day by day,76,15738
also sprach zarathustra 2001,buona sera  remastered 2002,51,2035
stir it up,turn it up,80,10587
money,money,100,6479
gypsy man,gypsy woman,90,6288
the world is a ghetto,the world is mine,74,5712
yes we can can,i can change,62,2590
free ride,free bird,78,432
space oddity,oddity,67,8048
it never rains in southern california,it never rains in southern california,100,2199
the twelfth of never,the tunnel of love,68,2901
papa was a rollin stone,like a rolling stone,70,270
the way we were,the way we move,80,8343
seasons in the sun,island in the sun,80,15648
loves theme,lolas theme,82,5718
come and get your love,come and get your love,100,2201
dancing machine,dancing alone,79,11673
the locomotion,the locomotion,100,17280
tsop the sound of philadelphia,the sound of silence,64,2048
the streak,the breaks,80,9081
bennie and the jets,bennie and the jets  remastered 2014,69,475
one hell of a woman,ive got a woman,65,1979
until you come back to me thats what im gonna do,punta cometa  dancing for the answers alt version,52,16230
jungle boogie,jungle shook,72,12152
midnight at the oasis,midnight me and the blues,70,5238
you make me feel brand new,you make me feel like a natural woman,63,397
show and tell,show and prove,74,11120
spiders and snakes,stairs and steps,71,13368
rock on,rockin’,77,8639
sunshine on my shoulders,devil on my shoulder,73,14963
sideshow,silver shadow,67,9255
hooked on a feeling,hooked on a feeling,100,13757
billy dont be a hero,ill be there,62,7847
band on the run,on the run,80,1537
the most beautiful girl,the most beautiful girl,100,5279
time in a bottle,genie in a bottle,85,2377
annies song,this song,70,8202
let me be there,ill be there,74,7847
sundown,sundown,100,3112
youre having my baby,your in my head,69,16640
rock me gently,rock the night,64,544
boogie down,booty me down,75,18507
youre sixteen,three sixteens,74,3675
if you love me let me know,if you love me come clean,75,15272
dark lady,dark red,71,3620
best thing that ever happened to me,best thing i never had,70,10837
feel like makin love,feel like makin love,100,16090
just dont want to be lonely,i dont want to be,73,192
nothing from nothing,th1rt3en or nothing,67,14943
rock your baby,rock your body,86,120
top of the world,top of the world,100,8424
the joker,the joker,100,454
ive got to use my imagination,ive got you under my skin  remastered 1998,56,2010
the show must go on,show goes on,65,11468
rock the boat,rock the boat,100,1212
smokin in the boys room,mirror in the bathroom,67,2874
living for the city,living for the city,100,3754
the night chicago died,the night we met,63,3256
then came you,the come up,75,7279
the entertainer,the wanderer,67,1964
waterloo,waterloo,100,5073
the air that i breathe,the impression that i get,68,1069
rikki dont lose that number,bring it on home to me,57,306
mockingbird,mockin bird hill,74,5132
help me,help me,100,11227
you wont see me,you dont love me,77,14999
never never gonna give you up,never gonna give you up,88,790
tell me something good,something good,78,7214
you and me against the world,you and me just started,67,9257
rock and roll heaven,rock and roll all nite,71,417
hollywood swinging,hollywood sky,71,4801
be thankful for what you got,this aint what you want,59,3473
hang on in there baby,crying on the subway,63,3631
eres tu,eres tu,100,12139
takin care of business,mind your own business,68,2806
radar love,mad love,78,10183
please come to boston,please mr postman,68,2085
keep on smilin,keep on walking,76,1184
lookin for a love,all for love,69,11897
put your hands together,put it together,68,8281
on and on,off and on,84,3571
oh very young,forever young,77,2287
leave me alone ruby red dress,leave me alone,65,1243
goodbye yellow brick road,body like a back road,61,15912
ive been searchin so long,wine women and song,59,5033
oh my my,oh my my,100,9996
for the love of money,for the lonely ones,75,15001
i shot the sheriff,a shot in the arm,63,3001
jet,et,80,3658
dont let the sun go down on me,dont let it get you down,67,16250
tubular bells,black beatles,62,8638
a love song,love song,90,157
im leaving it up to you,i’ll make it up to you,76,9708
hello its me,hello bitches,72,13854
i love,i love,100,5302
clap for the wolfman,bad for the soul,67,12372
ill have to say i love you in a song,hate to say i told you so,69,18037
the lords prayer,the blowers daughter,67,1597
trying to hold on to my woman,something to hold on to,69,3325
dont you worry bout a thing,dont you forget about me,67,726
a very special love song,ah its a love song,67,17887
my girl bill,my girl,74,2045
helen wheels,the feels,67,10821
my mistake was to love you,she cant love you,65,9245
wildwood weed,wild wild west,67,9126
beach baby,easy baby,74,10945
me and baby brother,hey brother,67,16104
rockin roll baby,rockin robin,71,1981
i honestly love you,she dont love you,72,4947
call on me,call on me,100,17962
wild thing,wild thing,100,334
mighty love,mighty river,78,11538
love will keep us together,love will tear us apart,65,1392
rhinestone cowboy,rhinestone cowboy,100,5242
philadelphia freedom,millidelphia feat swizz beatz,53,7507
before the next teardrop falls,before the next teardrop falls,100,5278
my eyes adored you,eyes on you,69,8884
shining star,shining,74,8630
fame,fame,100,15976
laughter in the rain,caught in the rain,89,14053
one of these nights,soul of the night,78,6797
thank god im a country boy,thank god im not you,70,18010
jive talkin,love train,67,3837
best of my love,best of my love,100,3827
lovin you,loving you,95,11683
kung fu fighting,kung fu fighting,100,2164
black water,black cat,80,14161
the ballroom blitz,ballroom blitz,88,484
hey wont you play another somebody done somebody wrong song,if youre not the one for me who is,49,6001
