song_name,artist_name,album_names,playlist,fuzzy_name,fuzzy_artist
We Are Family,Sister Sledge,We Are Family [Expanded],Songs to Sing in the Shower,we are family,sister sledge
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,Sweet Dreams (Are Made Of This),Songs to Sing in the Shower,sweet dreams are made of this  remastered,eurythmics
I Want It That Way,Backstreet Boys,The Hits--Chapter One,Songs to Sing in the Shower,i want it that way,backstreet boys
Shut Up and Dance,WALK THE MOON,TALKING IS HARD,Songs to Sing in the Shower,shut up and dance,walk the moon
Take on Me,a-ha,Formel Eins Rock Pop Hits,Songs to Sing in the Shower,take on me,aha
If I Could Turn Back Time,Cher,Heart Of Stone,Songs to Sing in the Shower,if i could turn back time,cher
How Will I Know,Whitney Houston,Whitney Houston,Songs to Sing in the Shower,how will i know,whitney houston
All Star,Smash Mouth,Astro Lounge,Songs to Sing in the Shower,all star,smash mouth
This Love,Maroon 5,Songs About Jane,Songs to Sing in the Shower,this love,maroon 5
Jump - 2015 Remastered Version,Van Halen,1984 (Remastered),Songs to Sing in the Shower,jump  2015 remastered version,van halen
Holiday,Madonna,Madonna (Reissue),Songs to Sing in the Shower,holiday,madonna
Don't Stop 'Til You Get Enough - Single Version,Michael Jackson,Off the Wall,Songs to Sing in the Shower,dont stop til you get enough  single version,michael jackson
Material Girl,Madonna,Celebration (double disc version),Songs to Sing in the Shower,material girl,madonna
Shape of You,Ed Sheeran,Shape of You,Songs to Sing in the Shower,shape of you,ed sheeran
I'm Gonna Be (500 Miles),The Proclaimers,Finest,Songs to Sing in the Shower,im gonna be 500 miles,the proclaimers
You Can't Hurry Love,Phil Collins,"Hello, I Must Be Going",Songs to Sing in the Shower,you cant hurry love,phil collins
FourFiveSeconds,Rihanna,FourFiveSeconds,Songs to Sing in the Shower,fourfiveseconds,rihanna
Come Together - Remastered 2009,The Beatles,Abbey Road (Remastered),Songs to Sing in the Shower,come together  remastered 2009,the beatles
Should I Stay or Should I Go - Remastered,The Clash,Combat Rock,Songs to Sing in the Shower,should i stay or should i go  remastered,the clash
Hey Ya! - Radio Mix / Club Mix,OutKast,Speakerboxxx/The Love Below,Songs to Sing in the Shower,hey ya  radio mix  club mix,outkast
Come On Eileen,Dexys Midnight Runners,Come On Eileen / Dubious,Songs to Sing in the Shower,come on eileen,dexys midnight runners
It's Not Unusual,Tom Jones,Along Came Tom Jones,Songs to Sing in the Shower,its not unusual,tom jones
Crazy in Love,Beyoncé,Crazy In Love,Songs to Sing in the Shower,crazy in love,beyoncé
"Hey, Soul Sister",Train,"Hey, Soul Sister",Songs to Sing in the Shower,hey soul sister,train
Mr. Brightside,The Killers,Hot Fuss,Songs to Sing in the Shower,mr brightside,the killers
You Can Call Me Al,Paul Simon,Graceland (25th Anniversary Deluxe Edition),Songs to Sing in the Shower,you can call me al,paul simon
Hips Don't Lie,Shakira,Oral Fixation Vol. 2,Songs to Sing in the Shower,hips dont lie,shakira
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,Songs to Sing in the Shower,im yours,jason mraz
I Kissed A Girl,Katy Perry,One Of The Boys,Songs to Sing in the Shower,i kissed a girl,katy perry
We Didn't Start the Fire,Billy Joel,Storm Front,Songs to Sing in the Shower,we didnt start the fire,billy joel
Rolling in the Deep,Adele,Rolling In The Deep,Songs to Sing in the Shower,rolling in the deep,adele
Fame,Irene Cara,Années 80 (50 Tubes),Songs to Sing in the Shower,fame,irene cara
Ex's & Oh's,Elle King,Love Stuff,Songs to Sing in the Shower,exs  ohs,elle king
Forget You,CeeLo Green,The Lady Killer (Deluxe),Songs to Sing in the Shower,forget you,ceelo green
Wake Me Up - Radio Edit,Avicii,True,Songs to Sing in the Shower,wake me up  radio edit,avicii
Wannabe,Spice Girls,Spice,Songs to Sing in the Shower,wannabe,spice girls
You Sexy Thing,Hot Chocolate,Hot Chocolate,Songs to Sing in the Shower,you sexy thing,hot chocolate
Hot N Cold,Katy Perry,Hot N Cold,Songs to Sing in the Shower,hot n cold,katy perry
The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,Songs to Sing in the Shower,the lazy song,bruno mars
Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,Songs to Sing in the Shower,oopsi did it again,britney spears
Viva La Vida,Coldplay,Viva La Vida Or Death And All His Friends,Songs to Sing in the Shower,viva la vida,coldplay
Shake It Off,Taylor Swift,1989 (Deluxe Edition),Songs to Sing in the Shower,shake it off,taylor swift
Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,Songs to Sing in the Shower,billie jean,michael jackson
Uptown Funk,Mark Ronson,Uptown Special,Songs to Sing in the Shower,uptown funk,mark ronson
Africa,Toto,Milestones - Toto,Songs to Sing in the Shower,africa,toto
Stayin' Alive - 2007 Remastered Version Saturday Night Fever,Bee Gees,Saturday Night Fever [The Original Movie Soundtrack],Songs to Sing in the Shower,stayin alive  2007 remastered version saturday night fever,bee gees
You Give Love A Bad Name,Bon Jovi,Bon Jovi Greatest Hits,Songs to Sing in the Shower,you give love a bad name,bon jovi
The Best - Edit,Tina Turner,Simply The Best,Songs to Sing in the Shower,the best  edit,tina turner
Escape (The Pina Colada Song),Rupert Holmes,'70s Pop #1's,Songs to Sing in the Shower,escape the pina colada song,rupert holmes
Rehab,Amy Winehouse,Back To Black,Songs to Sing in the Shower,rehab,amy winehouse
Call Me Maybe,Carly Rae Jepsen,Kiss,Songs to Sing in the Shower,call me maybe,carly rae jepsen
Love Yourself,Justin Bieber,Purpose (Deluxe),Songs to Sing in the Shower,love yourself,justin bieber
Let It Be - Remastered 2009,The Beatles,Let It Be (Remastered),Songs to Sing in the Shower,let it be  remastered 2009,the beatles
Believe,Cher,Believe,Songs to Sing in the Shower,believe,cher
Hey There Delilah,Plain White T's,Every Second Counts,Songs to Sing in the Shower,hey there delilah,plain white ts
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Songs to Sing in the Shower,cant stop the feeling original song from dreamworks animations trolls,justin timberlake
Wonderwall,Oasis,(What's the Story) Morning Glory,Songs to Sing in the Shower,wonderwall,oasis
Irreplaceable,Beyoncé,B'Day Deluxe Edition,Songs to Sing in the Shower,irreplaceable,beyoncé
A Thousand Miles,Vanessa Carlton,Best Of,Songs to Sing in the Shower,a thousand miles,vanessa carlton
Shower,Becky G,Shower,Songs to Sing in the Shower,shower,becky g
"Ob-La-Di, Ob-La-Da - Remastered",The Beatles,The Beatles (Remastered),Songs to Sing in the Shower,obladi oblada  remastered,the beatles
Some Nights,fun.,Some Nights (Spotify Exclusive),Songs to Sing in the Shower,some nights,fun
Home,Edward Sharpe & The Magnetic Zeros,Up From Below,Songs to Sing in the Shower,home,edward sharpe  the magnetic zeros
I'm Coming Out,Diana Ross,Diana,Songs to Sing in the Shower,im coming out,diana ross
Craters,Chantae Cann,Sol Empowered,Soul Coffee,craters,chantae cann
What a Fool Believes - Live,Kenny Loggins,Outside: From The Redwoods,Soul Coffee,what a fool believes  live,kenny loggins
Voodoo,Patrick Paige II,Voodoo,Soul Coffee,voodoo,patrick paige ii
I Believe In Love,Jessie J,R.O.S.E. (Empowerment),Soul Coffee,i believe in love,jessie j
"Love, Love, Love",Donny Hathaway,Never My Love: The Anthology,Soul Coffee,love love love,donny hathaway
Love Me Right,Amber Mark,Love Me Right,Soul Coffee,love me right,amber mark
Visions,Stevie Wonder,Innervisions,Soul Coffee,visions,stevie wonder
Another Life,D'Angelo,Black Messiah,Soul Coffee,another life,dangelo
Pink + White,Frank Ocean,Blonde,Soul Coffee,pink  white,frank ocean
Love Is Stronger Than Pride,Sade,Stronger Than Pride,Soul Coffee,love is stronger than pride,sade
Angel - Recorded At Spotify Studios NYC,Lalah Hathaway,Spotify Singles,Soul Coffee,angel  recorded at spotify studios nyc,lalah hathaway
Don't Touch My Hair,Solange,A Seat at the Table,Soul Coffee,dont touch my hair,solange
Heaven Only Knows,Musiq Soulchild,Feel The Real,Soul Coffee,heaven only knows,musiq soulchild
Leave It Smokin’,Tamia,Passion Like Fire,Soul Coffee,leave it smokin’,tamia
Beyond - Recorded at Spotify Studios NYC,Leon Bridges,Spotify Singles,Soul Coffee,beyond  recorded at spotify studios nyc,leon bridges
Wild Flower,The New Birth,The Very Best Of The,Soul Coffee,wild flower,the new birth
Add To Me - Recorded At Spotify Studios NYC,Ledisi,Spotify Singles,Soul Coffee,add to me  recorded at spotify studios nyc,ledisi
Best of Me,Anthony Hamilton,Back To Love (Deluxe Version),Soul Coffee,best of me,anthony hamilton
I Feel a Change,Charles Bradley,I Feel a Change,Soul Coffee,i feel a change,charles bradley
Open Your Eyes ii,Victory,Open Your Eyes ii,Soul Coffee,open your eyes ii,victory
Remind Me,Emily King,Remind Me,Soul Coffee,remind me,emily king
Evergreen,YEBBA,Evergreen,Soul Coffee,evergreen,yebba
Best Part (feat. H.E.R.),Daniel Caesar,Freudian,Soul Coffee,best part feat her,daniel caesar
First Began - Recorded at Spotify Studios NYC,PJ Morton,Spotify Singles,Soul Coffee,first began  recorded at spotify studios nyc,pj morton
Rolling Hills,Jill Scott,The Light Of The Sun (Deluxe),Soul Coffee,rolling hills,jill scott
Deeper,Tamia,Deeper,Soul Coffee,deeper,tamia
Get You - Recorded at Spotify Studios NYC,Miguel,Spotify Singles,Soul Coffee,get you  recorded at spotify studios nyc,miguel
How Deep Is Your Love (feat. Yebba) - Live,PJ Morton,Gumbo Unplugged (Live),Soul Coffee,how deep is your love feat yebba  live,pj morton
Try,Jade Novah,All Blue,Soul Coffee,try,jade novah
Brown Eyed Lover,Allen Stone,Brown Eyed Lover,Soul Coffee,brown eyed lover,allen stone
I Can't Help It,Michael Jackson,Off the Wall,Soul Coffee,i cant help it,michael jackson
Make Me A Believer,Kirk Whalum,The Gospel According To Jazz - Chapter III,Soul Coffee,make me a believer,kirk whalum
A Change Is Gonna Come - Recorded At Spotify Studios NYC,Ledisi,Spotify Singles,Soul Coffee,a change is gonna come  recorded at spotify studios nyc,ledisi
Beyond,Leon Bridges,Beyond,Soul Coffee,beyond,leon bridges
Cryin',Mali Music,The Transition of Mali,Soul Coffee,cryin,mali music
I Know You Know,Esperanza Spalding,Esperanza,Soul Coffee,i know you know,esperanza spalding
FIRST TIME AGAIN,The PLAYlist,Chasing Goosebumps,Soul Coffee,first time again,the playlist
I Won't Mind,Raveena,I Won't Mind,Soul Coffee,i wont mind,raveena
This Masquerade,George Benson,The Ultimate Collection,Soul Coffee,this masquerade,george benson
Your Love,Tim Bowman Jr.,Listen,Soul Coffee,your love,tim bowman jr
Free,Marcus Miller,Marcus,Soul Coffee,free,marcus miller
Autumn Leaves,Leslie Odom Jr.,Leslie Odom Jr.,Soul Coffee,autumn leaves,leslie odom jr
Half Time,Amy Winehouse,Lioness: Hidden Treasures,Soul Coffee,half time,amy winehouse
Peace+Love (feat. Jarrod Lawson & Tony Ozier),Farnell Newton,Peace+Love (feat. Jarrod Lawson & Tony Ozier),Soul Coffee,peacelove feat jarrod lawson  tony ozier,farnell newton
Drip,Luke James,Drip,Soul Coffee,drip,luke james
Luh Ya,Marsha Ambrosius,Luh Ya,Soul Coffee,luh ya,marsha ambrosius
Run Deep,Deva Mahal,Deva Mahal,Soul Coffee,run deep,deva mahal
Show The Way,Moonchild,Voyager,Soul Coffee,show the way,moonchild
Provider,Frank Ocean,Provider,Soul Coffee,provider,frank ocean
Autumn,Brandon Banks,Autumn,Soul Coffee,autumn,brandon banks
Orange Moon,Erykah Badu,Mama's Gun,Soul Coffee,orange moon,erykah badu
People Make the World Go Round,The Stylistics,The Very Best of the Stylistics ... And More!,Soul Coffee,people make the world go round,the stylistics
Will He,Joji,In Tongues,Soul Coffee,will he,joji
Fantasy,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",Soul Coffee,fantasy,earth wind  fire
Going All the Way,Kindred The Family Soul,Legacy of Love,Soul Coffee,going all the way,kindred the family soul
Honest,MAJOR.,Honest,Soul Coffee,honest,major
You & I,Raul Midon,You & I - Single,Soul Coffee,you  i,raul midon
Mirror (Live),Lalah Hathaway,Lalah Hathaway Live!,Soul Coffee,mirror live,lalah hathaway
Walk On By,Isaac Hayes,Greatest Hits Singles,Soul Coffee,walk on by,isaac hayes
Superman,Eric Roberson,Earth,Soul Coffee,superman,eric roberson
Still Ray,Raphael Saadiq,Instant Vintage,Soul Coffee,still ray,raphael saadiq
Grandma's Hands,Meg Mac,MEG MAC,Soul Coffee,grandmas hands,meg mac
Tomorrow,The Roots,...and then you shoot your cousin,Soul Coffee,tomorrow,the roots
Liberation (with Cee-Lo),OutKast,Aquemini,Soul Coffee,liberation with ceelo,outkast
Blessin Me,Avery*Sunshine,Avery*sunshine Album,Soul Coffee,blessin me,averysunshine
Feels Good,Rahsaan Patterson,Wines & Spirits,Soul Coffee,feels good,rahsaan patterson
Everlasting Love,Rufus Featuring Chaka Khan,Heart Of Soul Classics 2,Soul Coffee,everlasting love,rufus featuring chaka khan
In My Head,India.Arie,Acoustic Soul,Soul Coffee,in my head,indiaarie
I Really Don't Care,Bilal,In Another Life,Soul Coffee,i really dont care,bilal
Best,Borgore,Best,Soul Coffee,best,borgore
Things Are Changin' - Live [Solo Acoustic],Gary Clark Jr.,The Bright Lights EP,Soul Coffee,things are changin  live solo acoustic,gary clark jr
I'm In Love,Mary J. Blige,Mary (Limited Edition Bonus Pack),Soul Coffee,im in love,mary j blige
All My Days (feat. Darien Brockington),Yahzarah,The Ballad of Purple St. James,Soul Coffee,all my days feat darien brockington,yahzarah
Missing You,The Internet,Ego Death Bonus Tracks,Soul Coffee,missing you,the internet
The Beginning (Work It Out),Timothy Bloom,The Begining (Work It Out),Soul Coffee,the beginning work it out,timothy bloom
Wonderland,Tess Henley,Wonderland (Bonus Version),Soul Coffee,wonderland,tess henley
Fantasy,Alina Baraz,Urban Flora,Soul Coffee,fantasy,alina baraz
So I Know You Care,Toulouse,So I Know You Care,Soul Coffee,so i know you care,toulouse
